id_discussion,title,link,score,answer_count,view_count,creation_date,tags
70319550,Failed to call view method of NEAR contract,https://stackoverflow.com/questions/70319550/failed-to-call-view-method-of-near-contract,2,2,429,2021/12/12 6:32,"contract, near"
58820635,Using bind-value on change event in two places?,https://stackoverflow.com/questions/58820635/using-bind-value-on-change-event-in-two-places,0,1,429,2019/11/12 22:25,"data-binding, blazor, webassembly"
50436043,Handle smart contract transaction express nodejs,https://stackoverflow.com/questions/50436043/handle-smart-contract-transaction-express-nodejs,0,2,429,2018/5/20 22:50,"node.js, express, ethereum, solidity"
74685803,AssemblyScript Node.js RuntimeError: memory access out of bounds,https://stackoverflow.com/questions/74685803/assemblyscript-node-js-runtimeerror-memory-access-out-of-bounds,1,0,429,2022/12/5 17:15,"node.js, memory, runtime-error, webassembly, assemblyscript"
70352654,"Contract not getting listen on opensea mainnet, however shows NFTs in metamask &amp; works on testnet",https://stackoverflow.com/questions/70352654/contract-not-getting-listen-on-opensea-mainnet-however-shows-nfts-in-metamask,0,1,429,2021/12/15 0:54,"solidity, smartcontracts, opensea"
72550402,How do you import and work with Emscripten FS in ES6?,https://stackoverflow.com/questions/72550402/how-do-you-import-and-work-with-emscripten-fs-in-es6,2,1,429,2022/6/9 2:12,"webassembly, emscripten"
73320083,Efficiently fill a Solidity array with a range of numbers,https://stackoverflow.com/questions/73320083/efficiently-fill-a-solidity-array-with-a-range-of-numbers,1,0,428,2022/8/11 19:42,"arrays, ethereum, solidity, remix"
72445238,-32603: VM Exception while processing transaction: revert,https://stackoverflow.com/questions/72445238/32603-vm-exception-while-processing-transaction-revert,0,0,428,2022/5/31 17:22,"ethereum, solidity, smartcontracts, remix, ganache"
73081533,Call specific solidity function from deployed smart contract within react through javascript (web3.js),https://stackoverflow.com/questions/73081533/call-specific-solidity-function-from-deployed-smart-contract-within-react-throug,1,1,428,2022/7/22 21:56,"javascript, reactjs, solidity, web3js"
66006441,JavaScript event handler continuously calls WebAssembly function,https://stackoverflow.com/questions/66006441/javascript-event-handler-continuously-calls-webassembly-function,0,1,428,2021/2/2 16:58,"javascript, rust, event-handling, dom-events, webassembly"
63680283,"Using IBrokers and R, what is the appropriate way to retrieve live trading data for multiple stocks?",https://stackoverflow.com/questions/63680283/using-ibrokers-and-r-what-is-the-appropriate-way-to-retrieve-live-trading-data,1,1,428,2020/9/1 9:54,"r, ibrokers"
70615306,Connecting NFTs to physical products by an NFC tag on the Solana blockchain with Dart / Flutter,https://stackoverflow.com/questions/70615306/connecting-nfts-to-physical-products-by-an-nfc-tag-on-the-solana-blockchain-with,1,0,428,2022/1/7 8:42,"reactjs, flutter, nfc, solana, nft"
54085685,"GitHub Pages not serving projects, renders the root user site instead",https://stackoverflow.com/questions/54085685/github-pages-not-serving-projects-renders-the-root-user-site-instead,3,2,428,2019/1/8 13:27,"reactjs, github, url-routing, github-pages, static-site"
70353676,Interacting with a publicly deployed upgradable openzeppelin smart contract,https://stackoverflow.com/questions/70353676/interacting-with-a-publicly-deployed-upgradable-openzeppelin-smart-contract,0,2,428,2021/12/15 2:11,"smartcontracts, binance-smart-chain, openzeppelin"
72526180,Process 2 Ethereum Transactions with single Transaction,https://stackoverflow.com/questions/72526180/process-2-ethereum-transactions-with-single-transaction,0,1,427,2022/6/7 13:11,"javascript, ethereum, solidity, web3js, ethers.js"
54930192,How to compile wasm in a worker thread in Electron?,https://stackoverflow.com/questions/54930192/how-to-compile-wasm-in-a-worker-thread-in-electron,5,0,427,2019/3/1 0:28,"javascript, node.js, electron, web-worker, worker"
66123619,How to find all the polkadot accounts with index or identity attached,https://stackoverflow.com/questions/66123619/how-to-find-all-the-polkadot-accounts-with-index-or-identity-attached,4,1,426,2021/2/10 1:05,"blockchain, substrate, polkadot"
71250254,Does llvm support exception handling in WebAssembly?,https://stackoverflow.com/questions/71250254/does-llvm-support-exception-handling-in-webassembly,0,1,426,2022/2/24 18:06,"clang, llvm, webassembly, specifications"
43461126,What happens to Ether in a smart contract after selfdestruct,https://stackoverflow.com/questions/43461126/what-happens-to-ether-in-a-smart-contract-after-selfdestruct,1,1,426,2017/4/18 7:19,"ethereum, solidity"
54403243,How to deploy ethereum smart contracts in Go SDK,https://stackoverflow.com/questions/54403243/how-to-deploy-ethereum-smart-contracts-in-go-sdk,1,1,426,2019/1/28 21:39,"go, go-ethereum"
56846530,"When I try to run npm test with mocha, in my cmd it says &quot;Error: Cannot find module &#39;path&#39; &quot; does anyone know how to solve this?",https://stackoverflow.com/questions/56846530/when-i-try-to-run-npm-test-with-mocha-in-my-cmd-it-says-error-cannot-find-mod,2,0,426,2019/7/2 14:29,"javascript, mocha.js, solidity"
72454149,interaction with rinkeby smart contract using web3.py python,https://stackoverflow.com/questions/72454149/interaction-with-rinkeby-smart-contract-using-web3-py-python,0,1,426,2022/6/1 5:08,"python, smartcontracts, web3py"
71907007,Is there a way to write a custom react hook that can injected into a component?,https://stackoverflow.com/questions/71907007/is-there-a-way-to-write-a-custom-react-hook-that-can-injected-into-a-component,0,1,426,2022/4/18 10:21,"reactjs, react-hooks, next.js, decentralized-applications"
72752348,Running wasm module with wasmer cli,https://stackoverflow.com/questions/72752348/running-wasm-module-with-wasmer-cli,0,0,426,2022/6/25 16:23,"rust, webassembly, rust-wasm"
72853626,How to solve metaplex candy-machine-v2 typerror sourcecode line 845?,https://stackoverflow.com/questions/72853626/how-to-solve-metaplex-candy-machine-v2-typerror-sourcecode-line-845,0,2,426,2022/7/4 16:15,"solana, metaplex, candy-machine"
70752272,How to communicate with any given chain from Smart Contract?,https://stackoverflow.com/questions/70752272/how-to-communicate-with-any-given-chain-from-smart-contract,1,1,426,2022/1/18 16:15,"solidity, smartcontracts, json-rpc"
66078412,Flutter tcp socket seems to loose 1-2 bytes when sending big data,https://stackoverflow.com/questions/66078412/flutter-tcp-socket-seems-to-loose-1-2-bytes-when-sending-big-data,0,1,425,2021/2/6 23:15,"flutter, sockets, tcp"
70562068,How to enable HTTPS protocol in ffmpeg.wasm?,https://stackoverflow.com/questions/70562068/how-to-enable-https-protocol-in-ffmpeg-wasm,3,1,425,2022/1/3 13:45,"reactjs, video, ffmpeg, webassembly"
70041278,Cannot preview this file - message send failure for display message to agent,https://stackoverflow.com/questions/70041278/cannot-preview-this-file-message-send-failure-for-display-message-to-agent,0,1,425,2021/11/20 5:50,"swiftui, environmentobject"
73208287,Firebase onValue doesn&#39;t fire and i don&#39;t know why,https://stackoverflow.com/questions/73208287/firebase-onvalue-doesnt-fire-and-i-dont-know-why,1,1,424,2022/8/2 21:18,"javascript, firebase, firebase-realtime-database, next.js"
56790649,Is there a way to write to a JavaScript Buffer from the WebAssembly context?,https://stackoverflow.com/questions/56790649/is-there-a-way-to-write-to-a-javascript-buffer-from-the-webassembly-context,3,1,424,2019/6/27 20:09,"javascript, rust, webassembly"
54962969,Smart Contract : .methods.request().send() doesn&#39;t display anything,https://stackoverflow.com/questions/54962969/smart-contract-methods-request-send-doesnt-display-anything,0,2,424,2019/3/3 5:03,"node.js, blockchain, ethereum, solidity, smartcontracts"
71008470,How should I handle smart contract structure change in NEAR protocol?,https://stackoverflow.com/questions/71008470/how-should-i-handle-smart-contract-structure-change-in-near-protocol,3,1,424,2022/2/6 23:07,"rust, smartcontracts, nearprotocol"
75724842,Trunk build fails for the simplest example,https://stackoverflow.com/questions/75724842/trunk-build-fails-for-the-simplest-example,0,0,424,2023/3/14 1:01,"rust, wasm-bindgen, yew, trunk-rs"
63774609,Generating an array of random numbers using web_sys,https://stackoverflow.com/questions/63774609/generating-an-array-of-random-numbers-using-web-sys,3,1,424,2020/9/7 17:11,"rust, webassembly"
65067583,Interaction smart contract,https://stackoverflow.com/questions/65067583/interaction-smart-contract,2,3,424,2020/11/30 10:58,smartcontracts
75844322,"Unable to run anchor build due to out-of-date rustc version, although I have the required rustc version on my machine",https://stackoverflow.com/questions/75844322/unable-to-run-anchor-build-due-to-out-of-date-rustc-version-although-i-have-the,0,1,423,2023/3/26 4:20,"anchor, solana"
48448430,Error: Contract transaction couldn&#39;t be found after 50 blocks,https://stackoverflow.com/questions/48448430/error-contract-transaction-couldnt-be-found-after-50-blocks,3,0,423,2018/1/26 1:10,"azure, ethereum, solidity, truffle, consensys-truffle"
66442278,Why is XML validation in a Blazor application giving different messages on localhost and as an Azure Static Web App?,https://stackoverflow.com/questions/66442278/why-is-xml-validation-in-a-blazor-application-giving-different-messages-on-local,1,2,423,2021/3/2 23:29,"azure, xsd, xml-validation, blazor-webassembly, azure-static-web-app"
73114009,Blazor WASM: Inheritance Does not Render mark up from Inherited class,https://stackoverflow.com/questions/73114009/blazor-wasm-inheritance-does-not-render-mark-up-from-inherited-class,3,1,423,2022/7/26 2:49,"c#, inheritance, dependency-injection, blazor, blazor-webassembly"
69457895,How to use WebAssembly Reference Types with Clang,https://stackoverflow.com/questions/69457895/how-to-use-webassembly-reference-types-with-clang,2,1,423,2021/10/6 6:26,"c, clang, webassembly, lld"
40169768,Problems to POST chaincode (smart contract) to hyperledger-fabric using API,https://stackoverflow.com/questions/40169768/problems-to-post-chaincode-smart-contract-to-hyperledger-fabric-using-api,1,1,423,2016/10/21 14:29,"ibm-cloud, hyperledger, hyperledger-fabric"
54078420,Calling a method from smart contract without signing transaction,https://stackoverflow.com/questions/54078420/calling-a-method-from-smart-contract-without-signing-transaction,0,0,423,2019/1/8 0:42,"javascript, callback, web3js"
34216759,Which is the more efficient way to hold contract data on the Ethereum block chain?,https://stackoverflow.com/questions/34216759/which-is-the-more-efficient-way-to-hold-contract-data-on-the-ethereum-block-chai,3,2,423,2015/12/11 13:33,"javascript, go, blockchain, ethereum"
72788262,Error: failed to send transaction: Transaction simulation failed: Error processing Instruction 0: invalid account data for instruction,https://stackoverflow.com/questions/72788262/error-failed-to-send-transaction-transaction-simulation-failed-error-processi,2,0,423,2022/6/28 22:25,"reactjs, rust, solana, solana-web3js, solana-transaction-instruction"
70102701,Can I use the block height to measure the passage of a year based on the average block time in RSK and Ethereum?,https://stackoverflow.com/questions/70102701/can-i-use-the-block-height-to-measure-the-passage-of-a-year-based-on-the-average,8,1,422,2021/11/25 4:45,"blockchain, ethereum, evm, rsk"
66690114,Loading multiple files in Qt for WebAssembly,https://stackoverflow.com/questions/66690114/loading-multiple-files-in-qt-for-webassembly,1,1,422,2021/3/18 19:24,"c++, qt, file-upload, webassembly, qfiledialog"
75098374,WASI: wasm-ld symbol not found,https://stackoverflow.com/questions/75098374/wasi-wasm-ld-symbol-not-found,0,0,422,2023/1/12 23:04,"clang, webassembly, wasi"
45541300,Regex (grep) Backward match,https://stackoverflow.com/questions/45541300/regex-grep-backward-match,1,2,422,2017/8/7 15:16,"regex, linux, grep"
61820320,worker-loader cannot work with wasm-loader and typescript in react project,https://stackoverflow.com/questions/61820320/worker-loader-cannot-work-with-wasm-loader-and-typescript-in-react-project,0,1,422,2020/5/15 21:22,"rust, react-scripts, wasm-bindgen, worker-loader"
71171994,How to get staked amount of an account in Solana,https://stackoverflow.com/questions/71171994/how-to-get-staked-amount-of-an-account-in-solana,0,1,422,2022/2/18 18:33,"solana, solana-web3js, anchor-solana"
67683536,Genesus Config - Substrate node template - no account balances,https://stackoverflow.com/questions/67683536/genesus-config-substrate-node-template-no-account-balances,1,1,422,2021/5/25 15:30,"substrate, polkadot"
70475410,Borsh Deserialization fails with error &quot;Class undefined is missing in schema&quot;,https://stackoverflow.com/questions/70475410/borsh-deserialization-fails-with-error-class-undefined-is-missing-in-schema,1,0,422,2021/12/25 1:45,"typescript, rust, solana"
73297324,How does uniswap upgrade its smart contract given that smart contract are immutable once deployed?,https://stackoverflow.com/questions/73297324/how-does-uniswap-upgrade-its-smart-contract-given-that-smart-contract-are-immuta,1,1,421,2022/8/10 3:47,"blockchain, ethereum, smartcontracts, uniswap"
70003645,Should i use wasi-libc to access standard library functions from browser WebAssembly code?,https://stackoverflow.com/questions/70003645/should-i-use-wasi-libc-to-access-standard-library-functions-from-browser-webasse,2,0,421,2021/11/17 19:34,"c++, webassembly, libc++, wasi"
71452572,How can I connect to my GitLab omnibus LDAP server to running in a container?,https://stackoverflow.com/questions/71452572/how-can-i-connect-to-my-gitlab-omnibus-ldap-server-to-running-in-a-container,0,0,421,2022/3/13 3:35,"gitlab, ldap, gitlab-omnibus"
76878793,Testing the smart contract for the hardhat fork main network. smart contract for swapping tokens with UniswapV2,https://stackoverflow.com/questions/76878793/testing-the-smart-contract-for-the-hardhat-fork-main-network-smart-contract-for,0,1,421,2023/8/11 3:29,"javascript, blockchain, solidity, hardhat"
72285587,how to verification address in solidity,https://stackoverflow.com/questions/72285587/how-to-verification-address-in-solidity,0,1,421,2022/5/18 16:22,"nft, erc721"
60146270,I&#39;m afraid I&#39;ve installed a scam npm package: how to analyse a Wasm?,https://stackoverflow.com/questions/60146270/im-afraid-ive-installed-a-scam-npm-package-how-to-analyse-a-wasm,1,0,421,2020/2/10 16:03,"node.js, webassembly, honeypot"
70569173,input validation in solidity,https://stackoverflow.com/questions/70569173/input-validation-in-solidity,2,1,421,2022/1/4 1:06,"solidity, truffle"
72337966,How to test the Solidity-By-Example Mapping smart contract in Remix?,https://stackoverflow.com/questions/72337966/how-to-test-the-solidity-by-example-mapping-smart-contract-in-remix,0,1,421,2022/5/22 21:25,"testing, ethereum, solidity, smartcontracts, remix"
76075864,Ansible Inventory file --extra-vars in a yaml file for multiple hosts,https://stackoverflow.com/questions/76075864/ansible-inventory-file-extra-vars-in-a-yaml-file-for-multiple-hosts,2,1,420,2023/4/22 2:32,"ansible, ansible-inventory, ansible-facts"
73266056,`Could not make proto path relative` for protoc.js,https://stackoverflow.com/questions/73266056/could-not-make-proto-path-relative-for-protoc-js,0,1,420,2022/8/7 16:49,"cmake, protocol-buffers, emscripten, protobuf.js"
23761062,Apache Traffic Server: segmentation fault on request transformation,https://stackoverflow.com/questions/23761062/apache-traffic-server-segmentation-fault-on-request-transformation,1,0,420,2014/5/20 21:22,"encryption, proxy, lua, reverse-proxy, apache-traffic-server"
67822044,Passing JS function to C++ function emscripten,https://stackoverflow.com/questions/67822044/passing-js-function-to-c-function-emscripten,1,0,420,2021/6/3 21:06,"javascript, c++, webassembly, emscripten"
69415903,How do I display tokens of a public key using Solana web3.js?,https://stackoverflow.com/questions/69415903/how-do-i-display-tokens-of-a-public-key-using-solana-web3-js,1,0,420,2021/10/2 18:09,"javascript, solana"
65574739,Rails 6 - what&#39;s the folder node_modules inside my app?,https://stackoverflow.com/questions/65574739/rails-6-whats-the-folder-node-modules-inside-my-app,0,0,420,2021/1/5 15:33,"node.js, ruby-on-rails, node-modules, yarnpkg"
69171562,Using IPFS to mint an NFT the safe way,https://stackoverflow.com/questions/69171562/using-ipfs-to-mint-an-nft-the-safe-way,0,2,420,2021/9/14 11:48,"solidity, smartcontracts, ipfs, nft"
67452880,Understanding Blockchain smart contract,https://stackoverflow.com/questions/67452880/understanding-blockchain-smart-contract,-1,2,419,2021/5/9 6:58,"blockchain, bitcoin, smartcontracts"
70276744,Convert a JSON array into a solidity mapping in a chainlink node external adapter?,https://stackoverflow.com/questions/70276744/convert-a-json-array-into-a-solidity-mapping-in-a-chainlink-node-external-adapte,1,1,419,2021/12/8 22:34,"json, solidity, chainlink"
64480491,Can&#39;t login on Blazor WebAssembly,https://stackoverflow.com/questions/64480491/cant-login-on-blazor-webassembly,0,2,419,2020/10/22 18:37,ngrok
73202632,How to call solidity view function in react js,https://stackoverflow.com/questions/73202632/how-to-call-solidity-view-function-in-react-js,0,1,419,2022/8/2 14:01,"reactjs, ethereum, solidity, web3js"
72879912,How can I create a wasm_bindgen Closure which captures a Rc&lt;RefCell&lt;_&gt;&gt; without moving out of it?,https://stackoverflow.com/questions/72879912/how-can-i-create-a-wasm-bindgen-closure-which-captures-a-rcrefcell-without,0,1,419,2022/7/6 16:07,"rust, webassembly, wasm-bindgen, rust-wasm"
74389038,Cargo build (BPF) stuck,https://stackoverflow.com/questions/74389038/cargo-build-bpf-stuck,0,1,419,2022/11/10 20:29,"ubuntu, rust, rust-cargo, solana, solana-cli"
67702747,Contract constructor parameter which is also a contract,https://stackoverflow.com/questions/67702747/contract-constructor-parameter-which-is-also-a-contract,1,1,418,2021/5/26 18:04,"blockchain, ethereum, solidity, binance-smart-chain, binance-chain"
36910077,Where are chaincodes executed?,https://stackoverflow.com/questions/36910077/where-are-chaincodes-executed,0,1,418,2016/4/28 17:07,"blockchain, hyperledger"
63015961,Is it possible to bundle a wasm binary into a JavaScript bundle to avoid a second request?,https://stackoverflow.com/questions/63015961/is-it-possible-to-bundle-a-wasm-binary-into-a-javascript-bundle-to-avoid-a-secon,0,1,418,2020/7/21 21:48,"browser, webassembly"
27153624,&quot;printf&quot; does not work properly after any INT 10h interrupt call,https://stackoverflow.com/questions/27153624/printf-does-not-work-properly-after-any-int-10h-interrupt-call,1,2,418,2014/11/27 0:01,"c, printf, screen, dos, interrupt"
67756089,GET API Chainlink not returning value,https://stackoverflow.com/questions/67756089/get-api-chainlink-not-returning-value,1,3,418,2021/5/30 6:10,chainlink
70504750,How to make sure Web3 / Metamask recognize that I am the smart contract owner?,https://stackoverflow.com/questions/70504750/how-to-make-sure-web3-metamask-recognize-that-i-am-the-smart-contract-owner,1,1,418,2021/12/28 16:53,"ethereum, smartcontracts, web3js"
56379025,Access locally hosted Hyperledger Fabric from local network,https://stackoverflow.com/questions/56379025/access-locally-hosted-hyperledger-fabric-from-local-network,0,1,418,2019/5/30 21:10,"javascript, docker, hyperledger-fabric, chaincode"
74935913,"WebAssembly - Out of memory: wasm memory - on a VPS with NodeJS, CPanel, O2Switch",https://stackoverflow.com/questions/74935913/webassembly-out-of-memory-wasm-memory-on-a-vps-with-nodejs-cpanel-o2switc,0,0,418,2022/12/28 11:09,"javascript, node.js, cpanel, webassembly, undici"
60234207,Deploy AMP Server-side rendering with CloudFlare Workers,https://stackoverflow.com/questions/60234207/deploy-amp-server-side-rendering-with-cloudflare-workers,0,0,418,2020/2/15 6:18,"node.js, npm, webpack, amp-html"
73685041,Elliptic Curve encryption and decryption on Solidity and Python,https://stackoverflow.com/questions/73685041/elliptic-curve-encryption-and-decryption-on-solidity-and-python,0,1,418,2022/9/12 14:00,"python, encryption, cryptography, solidity, elliptic-curve"
66543537,How to extract city name with rege from team name in pandas dataframe,https://stackoverflow.com/questions/66543537/how-to-extract-city-name-with-rege-from-team-name-in-pandas-dataframe,2,4,418,2021/3/9 16:47,"python, regex, pandas"
71447171,Candy Machine v2. What to do after withdrawal. Devnet,https://stackoverflow.com/questions/71447171/candy-machine-v2-what-to-do-after-withdrawal-devnet,0,1,418,2022/3/12 13:17,"solana, candy-machine"
69600440,How do you customize the login for an ABP Blazor Server app?,https://stackoverflow.com/questions/69600440/how-do-you-customize-the-login-for-an-abp-blazor-server-app,0,1,417,2021/10/17 8:08,"authentication, server, blazor"
74449008,How to implement .NET MAUI localization without RESX file,https://stackoverflow.com/questions/74449008/how-to-implement-net-maui-localization-without-resx-file,1,0,417,2022/11/16 0:24,"c#, localization, blazor-webassembly, maui"
66540003,Blazor Wasm App with Entity Framework works on desktop but not as Azure Static Website,https://stackoverflow.com/questions/66540003/blazor-wasm-app-with-entity-framework-works-on-desktop-but-not-as-azure-static-w,1,1,417,2021/3/9 10:37,"entity-framework-core, blazor-webassembly"
58469880,Error while installing Chaincode in Hyperledger Fabric Network,https://stackoverflow.com/questions/58469880/error-while-installing-chaincode-in-hyperledger-fabric-network,0,1,417,2019/10/20 11:48,"hyperledger-fabric, hyperledger-chaincode"
71590528,Using an AuthorizationPolicy causes a 503 error,https://stackoverflow.com/questions/71590528/using-an-authorizationpolicy-causes-a-503-error,0,1,417,2022/3/24 0:12,"istio, http-status-code-503, istio-gateway, istio-sidecar, istio-operator"
70040841,Can I define/piece together a javascript class within golang?,https://stackoverflow.com/questions/70040841/can-i-define-piece-together-a-javascript-class-within-golang,6,1,417,2021/11/20 4:55,"javascript, class, go, webassembly"
75341018,"Delete all files with a specific name, and * extension at Azure Blob Storage",https://stackoverflow.com/questions/75341018/delete-all-files-with-a-specific-name-and-extension-at-azure-blob-storage,0,1,417,2023/2/4 5:04,"javascript, node.js, azure-blob-storage, nodejs-server"
58436940,Error : Invalid Tuple Value with POST or GET using Web3 js,https://stackoverflow.com/questions/58436940/error-invalid-tuple-value-with-post-or-get-using-web3-js,0,0,417,2019/10/18 0:18,"node.js, blockchain, smartcontracts, web3js, quorum"
56574409,coroutine never awaited after switching to new computer,https://stackoverflow.com/questions/56574409/coroutine-never-awaited-after-switching-to-new-computer,0,0,417,2019/6/13 14:19,"python, asynchronous, ib-api"
67996293,Substrate node template tutorial connected to polkadotjs app showing 0 account balances,https://stackoverflow.com/questions/67996293/substrate-node-template-tutorial-connected-to-polkadotjs-app-showing-0-account-b,-1,1,417,2021/6/16 12:22,"rust, substrate"
64827234,What is the best PayPal web app workflow for client-server scenario?,https://stackoverflow.com/questions/64827234/what-is-the-best-paypal-web-app-workflow-for-client-server-scenario,1,1,417,2020/11/14 3:57,"web-applications, paypal"
71590473,transaction fails when I call getRandomNumber() function from chainlink VRF v1,https://stackoverflow.com/questions/71590473/transaction-fails-when-i-call-getrandomnumber-function-from-chainlink-vrf-v1,0,1,416,2022/3/24 0:08,"blockchain, ethereum, solidity, chainlink, ethers.js"
73644965,"panic: interface conversion: ast.Expr is *ast.CallExpr, not *ast.Ident, what will be the solution?",https://stackoverflow.com/questions/73644965/panic-interface-conversion-ast-expr-is-ast-callexpr-not-ast-ident-what-wil,1,0,416,2022/9/8 15:06,"go, blockchain, hyperledger-fabric, abstract-syntax-tree, chaincode"
69053530,Solana transfer amount null,https://stackoverflow.com/questions/69053530/solana-transfer-amount-null,0,1,416,2021/9/4 16:12,"javascript, blockchain, solana"
74571573,Javascript not working when using Blazor WASM prerendering,https://stackoverflow.com/questions/74571573/javascript-not-working-when-using-blazor-wasm-prerendering,0,1,416,2022/11/25 18:43,"javascript, c#, single-page-application, blazor-webassembly, pre-rendering"
71718616,UPDATE: How to return result of Promise with a custom Blazor event javascript (not async)?,https://stackoverflow.com/questions/71718616/update-how-to-return-result-of-promise-with-a-custom-blazor-event-javascript-n,0,0,416,2022/4/2 22:56,"javascript, promise, blazor"
71510931,How to retrieve SmartContract details in react,https://stackoverflow.com/questions/71510931/how-to-retrieve-smartcontract-details-in-react,2,1,416,2022/3/17 18:40,"javascript, reactjs, blockchain, ethereum, solidity"
75568616,Pass shared array buffer to Rust-generated WASM without wasm-bindgen,https://stackoverflow.com/questions/75568616/pass-shared-array-buffer-to-rust-generated-wasm-without-wasm-bindgen,1,0,416,2023/2/26 5:38,"javascript, rust, webassembly, ffi"
58223739,"In typescirpt,Is there a way to check the type of a value in wasm which has been loaded by typescirpt, example:i32?",https://stackoverflow.com/questions/58223739/in-typescirpt-is-there-a-way-to-check-the-type-of-a-value-in-wasm-which-has-been,0,1,416,2019/10/4 0:57,"javascript, typescript, typescript-typings, webassembly, assemblyscript"
75368570,Can&#39;t import package produced by wasm-pack in nodejs + ESM + typescript,https://stackoverflow.com/questions/75368570/cant-import-package-produced-by-wasm-pack-in-nodejs-esm-typescript,0,1,416,2023/2/7 11:01,"javascript, webassembly, wasm-pack"
26081734,Call a unix program from a TCL variable,https://stackoverflow.com/questions/26081734/call-a-unix-program-from-a-tcl-variable,1,2,416,2014/9/28 12:49,"shell, tcl"
75251743,How to compile and use malloc in a standalone WASM C module,https://stackoverflow.com/questions/75251743/how-to-compile-and-use-malloc-in-a-standalone-wasm-c-module,0,1,416,2023/1/27 5:19,"webassembly, emscripten"
74772205,Java StringEscapeUtils.escapeHtml4 as regular text,https://stackoverflow.com/questions/74772205/java-stringescapeutils-escapehtml4-as-regular-text,-1,1,415,2022/12/12 21:59,"java, html-escape-characters, accent-sensitive"
72518624,Thales HSM Import Public Key (EO) error &#39;04&#39;,https://stackoverflow.com/questions/72518624/thales-hsm-import-public-key-eo-error-04,0,1,415,2022/6/6 21:43,"java, security, rsa, hsm"
74822985,How to use FlutterFire in chrome extension,https://stackoverflow.com/questions/74822985/how-to-use-flutterfire-in-chrome-extension,1,1,415,2022/12/16 18:11,"javascript, flutter, firebase, dart, google-chrome-extension"
72662017,Where is the documentation for transaction specification in Solana for JSON RPC API?,https://stackoverflow.com/questions/72662017/where-is-the-documentation-for-transaction-specification-in-solana-for-json-rpc,1,1,415,2022/6/18 0:02,"solana, solana-transaction-instruction"
73878300,Is there any way to convert dollar to ether while making transaction using Ethereum payment as well as from dollar to Solana in Web3.js?,https://stackoverflow.com/questions/73878300/is-there-any-way-to-convert-dollar-to-ether-while-making-transaction-using-ether,1,2,414,2022/9/28 16:22,"ethereum, web3js, solana-web3js"
67951461,Hyperledger Fabric: [Java] ContractException- Transaction commit was rejected by peer peer0.org2.example.com,https://stackoverflow.com/questions/67951461/hyperledger-fabric-java-contractexception-transaction-commit-was-rejected-by,2,1,414,2021/6/13 1:41,"java, hyperledger-fabric, hyperledger, hyperledger-composer"
72003549,Where to load contract to prevent undefined methods when calling contract?,https://stackoverflow.com/questions/72003549/where-to-load-contract-to-prevent-undefined-methods-when-calling-contract,0,2,414,2022/4/26 1:36,"javascript, next.js, ethereum, solidity, web3js"
66342694,How to get separate html widgets working on dynamic pages,https://stackoverflow.com/questions/66342694/how-to-get-separate-html-widgets-working-on-dynamic-pages,0,0,414,2021/2/24 7:47,"javascript, widget, velo, dynamic-pages"
70021935,QT loading a webgl in a webengine using qt minimal example,https://stackoverflow.com/questions/70021935/qt-loading-a-webgl-in-a-webengine-using-qt-minimal-example,0,1,414,2021/11/18 22:51,"qt, qml, unity-webgl, webengine"
70949427,Rust enum and match : How does it distinguishes two different enums that takes in two different struct but same contents,https://stackoverflow.com/questions/70949427/rust-enum-and-match-how-does-it-distinguishes-two-different-enums-that-takes-i,-1,1,414,2022/2/2 8:53,"rust, enums, match, solana"
69128983,Get system time in scope of substrate pallet,https://stackoverflow.com/questions/69128983/get-system-time-in-scope-of-substrate-pallet,1,1,414,2021/9/10 15:54,"timestamp, substrate, pallet"
75324699,"Gas estimation failed - &quot;code&quot;: -32000, &quot;message&quot;: &quot;execution reverted&quot;",https://stackoverflow.com/questions/75324699/gas-estimation-failed-code-32000-message-execution-reverted,0,0,413,2023/2/2 22:35,"ethereum, smartcontracts, remix"
64146576,&quot;Invalid Heap Size&quot; error when writing ASM.js by hand,https://stackoverflow.com/questions/64146576/invalid-heap-size-error-when-writing-asm-js-by-hand,3,0,413,2020/10/1 6:24,"javascript, webassembly, asm.js"
41217908,Slope calculation in R after removing zero or NA values,https://stackoverflow.com/questions/41217908/slope-calculation-in-r-after-removing-zero-or-na-values,0,1,413,2016/12/19 15:42,"r, time-series, regression, linear-regression"
75648016,"How to use Uniswap v2 SDK to create pool, add liquidity and swap token on a testnet through dapp?",https://stackoverflow.com/questions/75648016/how-to-use-uniswap-v2-sdk-to-create-pool-add-liquidity-and-swap-token-on-a-test,0,0,413,2023/3/6 15:15,"sdk, ethers.js, decentralized-applications, uniswap"
72413915,encoding typescript lib &quot;solana/buffer-layout&quot;,https://stackoverflow.com/questions/72413915/encoding-typescript-lib-solana-buffer-layout,2,1,413,2022/5/28 15:57,"typescript, solana"
74863638,Blazor HttpClient.GetFromJsonAsync() not working as expected,https://stackoverflow.com/questions/74863638/blazor-httpclient-getfromjsonasync-not-working-as-expected,1,1,412,2022/12/20 21:11,"c#, json, blazor"
70240586,I keep getting an &quot;error: constexpr variable &#39;x&#39; must be initialized by a constant expression&quot; from previously used working code,https://stackoverflow.com/questions/70240586/i-keep-getting-an-error-constexpr-variable-x-must-be-initialized-by-a-consta,0,1,412,2021/12/6 11:34,"c++, eos"
